hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
104473,753256,780,15,238,231,7103,288,34,6391,305,6,7,13420,16,7,892,65,31,11,512,96,21,38405,41,92,2214,1,2434,178,1,54756,225,8651,212,18,2,379,5,16,550,550,133863,7,7,2,177,0,185,48,47,70,0,3722,10,133,10,25,1,32089,32019,29,8,2835,58653,3962,226,1905,4883,2,10,2,5327,14,1,7209,136,1301,4362,21,7,114,96,0,8,1,433,42,23,69,1,80,97,250,6,18453,78,47,13,1228,81,9,148240,34,69,4,8,3,37,8,47,111,0,491,2,3,7,810,662,6,19,19,10,2070,43,6,43,5,11,192,15,1,54,860,777,173,54,1,5,23,16,8760,20,178,39095,6,23,42,124,3,28908,75,669,98,14,75,42,0,0,7,36,24,154,7,1557,1588,1773,126,625,252,663,60,6,689,9,145,42,65,1,7,48,37,147,35,17,1185,44,128,13,92,182,10,2686,1043,22,95,275,512,74,1129,650,2595,881,36,100,1148,3,18,25,65,34,66790,148,14,42,2382,12,2339,1,2,485,7978,123,8027,434,4,15,96,0,18,11,2779,68,4265,6,1231,1643,99,1624,7882,0,9,58556,0,1029,862,151,13,57,97,1234,14085,0,434,0,37,10964,1,6057,6205,13114,3,62,1249,7,0,2,30,11,150997,27,1317,10,4,29200,29460,13,8,6,0,100,0,31,1010,11805,676,132,2,13035,5,2333,8,692,5,8,67,77,187,170,3,94731,37,2146,52,1,222,34199,18,1020,1579,236,1020,0,18,8,normal
616019,2829185,1797,599,5316,772,102343,8480,314,101813,16063,88,67,129681,61,185,4557,475,163,60,9271,1535,123,209882,171,1547,24391,109,25648,7636,153,328224,2139,130917,461,323,77,2522,246,313,1426,1432,836718,29,37,34,2509,28,1862,1219,896,253,34,11390,165,865,35,453,267,102533,101836,82,189,25043,587175,37083,4265,11406,17234,71,138,153,74035,1455,390,176251,773,7773,22454,269,286,2066,702,66,142,30,12591,1846,263,120,9,1869,1803,1591,98,80790,377,493,222,12277,211,16,567246,2531,447,148,118,34,610,107,503,2287,1,2492,140,51,97,2930,9930,218,347,207,113,20067,5021,136,1115,15,172,2489,126,56,635,11409,3847,2955,635,120,99,362,28,83250,457,3096,402022,407,598,56,908,242,1106335,1978,9231,7636,330,2434,1115,0,1,27,619,186,2810,378,18723,18723,23893,976,6025,829,6021,22,136,5999,56,8093,29,892,45,62,2544,966,1637,487,176,8248,275,736,308,473,1208,129,46384,8472,311,1217,7199,2240,453,1160,11332,25067,10168,159,1395,6127,34,52,554,251,299,399818,1327,141,109,123766,141,45017,34,39,5324,45769,768,45058,3375,65,61,259,0,21,42,4276,430,77396,67,738,571,748,596,139403,6,137,342550,1,12656,3758,3166,106,370,575,5986,82272,107,4542,41,236,198146,1552,172432,173803,87996,35,997,50504,259,44,59,81,14,1569030,2761,15276,74,60,171323,171939,137,35,37,20,205,25,293,12717,83137,13343,601,205,93695,173,19041,45,15440,22,59,485,782,2336,1495,116,285867,8949,23760,747,71,2328,99355,286,4187,5660,5581,4179,268,62,596,normal
60067,580244,403,5,26,162,241,24,6,2854,37,8,12,32165,7,77,1228,138,28,22,594,231,59,14454,22,44,934,18,1043,1275,22,13501,116,4867,104,76,9,92,79,73,2254,2255,244000,3,56,2,172,23,159,12,18,53,4,4158,14,55,14,57,8,33160,33386,49,18,7372,34501,5401,430,2085,5099,17,21,65,6724,185,14,8,130,302,6548,11,48,142,121,1,4,16,1224,40,53,26,3,239,126,225,13,13474,35,84,23,1006,160,3,1227489,359,66,11,22,0,0,30,56,319,0,227,38,0,23,2140,1285,19,163,12,2,9811,183,16,49,65,671,192,44,7,39,829,1566,362,42,4,5,56,43,41056,38,94,295765,21,21,25,498,8,9597,248,1625,787,28,294,83,0,1,15,32,125,37,27,5446,5345,6920,47,446,832,431,48,16,455,17,827,1,78,20,10,24,78,275,57,13,1443,903,369,2,1482,404,89,3308,153,83,726,807,367,46,839,2925,895,6379,12,84,114702,6,17,28,10,0,28835,866,40,81,726,25,162,42,19,1154,23011,305,22201,1446,34,1,131,0,5,11,21071,205,2023,486,8335,10407,275,10794,3445,0,71,44780,2,2493,887,227,58,216,90,2781,39009,0,664,1,8,5060,22,32464,33176,14186,0,54,32771,0,0,3,111,40,531046,82,18453,129003,148703,22370,22407,17,93372,87854,59494,326,121384,79,8130,13508,2640,104,9,14153,5,7580,43,2515,368,78,50,19,1407,128,8,51034,302,602,81,1,1496,42633,82,5091,751,672,5080,10,26,23,normal
87050,407542,786,30,192,101,3662,197,45,9489,472,4,9,19251,7,14,481,47,26,20,827,118,30,10831,10,54,1504,14,1632,360,6,12952,208,3129,331,24,10,605,18,17,1166,1166,200014,19,3,0,212,4,293,50,32,36,3,2105,8,285,10,27,5,14884,14921,20,11,3465,33997,2199,298,2509,2304,10,8,17,9842,54,7,19769,152,900,3700,12,18,69,44,2,6,4,969,101,19,98,3,136,62,180,8,8148,88,47,87,822,66,2,150228,115,13,14,16,2,15,19,16,71,0,351,15,15,8,474,627,21,30,8,7,3574,119,8,83,4,20,288,50,0,80,657,621,137,68,6,6,19,15,20452,12,158,37034,18,18,16,124,9,21201,150,971,273,19,72,82,0,0,18,76,37,153,8,2148,2217,1289,162,96,161,129,31,14,119,8,406,2,39,2,5,61,89,238,42,6,1444,26,124,16,51,1119,13,1329,759,16,232,100,189,167,568,658,1730,958,26,53,1202,4,5,2,107,12,50377,277,4,42,1060,8,1307,9,4,756,9165,92,9009,425,12,3,67,0,4,4,9045,174,3831,7,1052,2274,77,2369,7026,0,25,22885,0,1441,453,56,19,26,59,766,16403,0,841,0,11,9934,27,5200,5208,9901,3,92,2960,10,0,3,18,1,113548,46,2482,20,18,22927,23286,21,9,9,6,111,0,59,3452,4567,1486,118,3,4855,2,2390,12,1905,4,109,48,82,480,231,6,45045,87,2421,67,2,541,16125,26,2296,1312,333,2230,0,17,15,normal
154156,725214,1365,62,594,144,10817,649,51,26843,1033,16,16,26880,31,81,2460,114,44,14,1224,262,36,50407,40,134,3726,26,3954,976,11,59782,512,14431,993,52,18,1186,17,34,2485,2481,246651,26,9,5,370,7,318,172,107,52,7,4357,24,300,22,60,16,36979,37974,557,40,5456,92462,4314,442,3343,4649,9,39,21,18321,220,12,23764,213,3587,6537,30,18,240,115,19,14,2,1035,181,23,114,2,305,222,383,11,21009,113,90,82,1676,142,16,407388,248,56,22,26,5,73,15,50,162,0,1293,17,19,11,1154,1395,20,34,32,15,4989,285,16,404,5,20,702,90,4,133,1471,940,392,107,6,15,35,31,22513,19,581,67426,35,61,28,210,17,74890,344,1340,1368,15,115,145,2,0,5,104,79,420,17,3275,3307,2985,198,1135,284,1132,23,36,1100,21,1602,42,88,4,9,139,145,312,99,36,2341,96,189,27,162,303,34,3577,1405,27,522,431,475,216,374,1391,4310,1610,49,188,2525,10,15,40,397,30,97619,170,23,30,29330,23,4124,11,1,1336,8969,181,8924,816,24,12,94,0,3,13,3244,216,10534,6,789,749,180,832,19004,0,26,73160,1,3320,1075,185,44,67,152,1914,21315,4,1157,7,37,25908,78,14224,14300,17134,3,135,11357,17,5,4,26,13,274223,124,3036,19,26,36755,36995,39,13,8,6,106,1,125,3845,12028,3367,173,9,13040,13,3352,12,2584,5,8,144,155,323,394,11,102686,187,3602,159,36,356,21856,170,1855,2066,585,1895,6,15,43,normal
348863,641947,465,120,1574,259,18009,1163,30,7668,2247,13,8,73366,18,22,1696,111,46,19,1417,355,34,37130,23,220,2360,13,2579,1089,24,49448,471,20884,140,37,8,505,36,40,448,447,175175,12,22,11,441,7,335,242,187,70,12,2826,43,210,2,79,81,32131,32438,13,40,19423,46765,12142,487,2263,5982,8,16,15,8922,336,24,10237,204,1652,6606,57,69,361,285,3,22,1,1307,198,91,25,5,129,317,343,12,20458,133,123,44,4943,83,4,176757,84,139,10,14,5,77,21,127,400,0,427,17,48,16,1108,1326,22,79,36,352,3633,366,26,348,5,35,211,18,8,126,2539,1396,343,122,8,22,80,21,16604,82,344,68426,62,119,33,136,51,79406,372,958,331,48,277,168,0,0,36,75,41,408,45,2871,2895,3758,353,2750,325,2761,6,11,2756,7,337,15,243,1,41,176,137,370,56,66,1628,98,196,115,143,1022,19,8216,3688,197,149,2605,1015,59,207,1195,2046,2022,53,321,1475,11,22,135,36,144,166411,160,26,88,34226,13,9952,16,10,497,5261,245,5115,874,15,14,148,0,6,24,334,98,11586,20,130,81,238,68,20716,0,38,28839,5,2639,735,886,15,66,112,1294,29106,40,721,14,48,30044,81,20335,20450,18488,25,64,3815,45,12,11,5,2,367334,183,2787,1,6,29158,29238,9,5,6,4,136,8,52,2604,13119,2979,122,45,14195,45,4647,3,1403,11,12,132,196,484,531,53,54947,940,3694,86,5,484,26657,31,1430,1082,748,1445,26,15,47,normal
211322,643338,816,28,560,180,8095,572,14,5816,1021,8,13,37077,23,9,524,57,30,11,424,253,20,39424,44,133,1624,9,1810,683,4,64445,170,14283,119,19,7,227,17,18,202,204,198327,3,13,3,353,5,203,78,78,23,3,3093,6,167,4,15,4,19228,19811,109,36,7345,42529,4011,118,1746,4788,4,8,12,8927,213,11,4782,207,992,3812,49,8,125,59,7,6,1,979,112,13,35,1,67,109,210,6,17534,111,55,10,1367,63,1,170930,35,36,5,5,1,76,10,33,144,0,522,10,18,4,824,782,5,41,6,3,3646,106,3,83,13,29,168,10,2,108,1092,865,201,82,0,0,24,12,12851,16,156,56388,24,32,10,142,2,50125,211,606,260,5,77,65,0,0,1,25,24,177,9,2184,2149,2297,162,317,430,349,44,13,323,1,317,2,55,2,6,212,61,311,19,50,1116,58,130,34,98,259,7,2101,449,52,68,163,443,59,496,634,2385,1232,33,50,696,1,2,10,35,21,153778,109,29,25,16313,7,5193,5,6,281,3263,152,3182,625,13,0,99,1,9,8,2545,70,7581,9,1112,909,171,939,14176,2,37,40696,0,1702,502,187,12,29,42,1215,31776,4,468,4,15,20630,53,20455,20741,24190,9,51,3645,9,7,10,16,4,258383,81,2450,4,6,20723,20550,17,15,20,2,213,0,32,1759,7684,1870,133,0,8272,3,6194,9,854,13,14,73,126,578,312,3,110018,54,2182,58,4,567,18105,79,1051,1265,438,1074,2,12,20,normal
30809,778122,2382,1,6,471,156,9,17,16516,11,6,16,2686,12,97,3371,72,41,12,823,155,36,6748,22,44,1430,1,1491,415,5,28988,143,6591,933,64,13,1541,12,19,1621,1620,151361,11,2,1,145,7,127,9,6,46,8,3787,8,80,24,16,9,25990,25746,178,38,616,101275,1332,219,1904,3112,11,48,12,27543,322,16,215,174,5545,4540,17,5,108,41,32,14,2,1281,90,19,90,3,307,109,322,8,14679,68,92,71,715,118,6,400321,730,57,18,29,1,1,15,39,99,0,1032,14,0,11,1008,1030,15,94,9,0,2245,443,8,544,8,71,396,52,6,31,937,671,270,28,12,9,15,6,6340,11,193,42089,8,42,27,204,7,54443,84,1126,710,5,66,93,0,0,11,44,31,247,5,1490,1511,2296,60,68,526,70,9,17,66,10,620,3,37,23,2,90,85,252,117,11,980,41,107,1,90,160,20,1623,238,8,582,119,335,147,186,1438,3383,896,68,49,9380,0,13,8,415,17,30197,123,10,38,255,35,137,9,4,1182,2321,150,2222,586,14,3,142,0,5,4,3117,248,6691,2,1239,2459,115,2505,11429,0,34,11804,0,1549,706,89,40,37,100,1231,14463,1,806,0,4,15626,35,9257,9334,16455,0,144,4239,0,0,24,85,10,141719,77,1687,17,46,11825,11839,52,11,9,2,135,0,121,1103,10204,1683,138,2,11346,5,2912,14,1481,6,19,160,61,331,114,1,142255,33,3855,126,50,373,13709,30,1145,2085,610,1166,9,15,21,normal
555243,1980127,4421,243,1586,741,43929,2253,293,56989,4074,53,47,60453,50,129,4404,595,189,112,3213,768,118,229156,149,640,14202,36,15012,1974,31,332184,942,76247,2316,68,16,3565,249,133,5198,5200,1684072,62,26,16,2345,24,2405,880,724,318,19,22145,139,1112,35,195,0,129618,130143,339,54,11583,249711,31291,1139,11506,26274,17,45,85,42246,98,44,51863,1139,10259,15133,195,173,859,447,18,32,6,1936,733,145,249,5,525,842,1181,40,76780,467,274,158,5013,192,13,860688,408,147,35,27,4,294,61,110,942,0,4154,41,32,42,2976,4440,52,66,90,36,31664,528,54,703,36,114,1634,250,5,1119,6123,4574,1171,1121,34,31,189,26,201215,164,1662,297688,116,46,88,678,20,272373,1136,5190,5189,107,1007,412,0,0,6,396,302,747,94,26611,26574,12998,914,1675,1014,1672,117,33,1643,38,5504,108,389,9,25,245,446,961,137,202,6334,405,883,58,655,768,70,19981,2468,300,599,1379,1869,319,2852,5432,12023,21616,161,333,8223,21,77,44,427,193,395344,1795,161,72,47184,41,12931,24,17,3732,55002,546,55091,5375,112,25,655,3,46,21,16398,318,29867,77,2324,1513,540,1517,54682,7,192,399567,2,7293,5877,988,91,234,485,5686,66337,12,1906,12,122,79836,71,124723,125792,110921,30,191,111683,56,7,12,36,27,910584,172,32519,58,70,200243,201496,76,70,61,26,311,1,214,15407,43639,8858,430,25,47373,26,25063,38,10459,48,29,529,421,1366,2598,44,546803,325,15776,525,14,1422,115774,443,9946,10163,1348,9808,2,64,206,normal
187073,935537,833,145,1377,433,27055,1454,82,11311,1841,18,20,46441,25,19,860,122,59,11,1759,340,40,39619,65,190,3316,9,3438,405,21,77215,863,24520,157,36,5,486,11,33,996,994,225607,10,27,24,488,2,399,393,305,40,0,3819,19,528,4,38,15,52627,51908,237,27,14738,66967,4535,179,2941,8524,8,22,20,12093,601,13,11097,181,2100,5617,47,23,212,79,0,12,3,921,170,24,80,3,111,219,392,4,21399,136,99,35,1999,150,3,161261,69,29,13,27,5,111,10,52,129,0,410,7,28,10,1428,1101,18,79,11,23,3767,189,10,116,11,56,238,16,2,72,1861,1213,382,74,16,8,32,20,28331,20,265,82099,28,43,29,200,7,47301,420,1136,446,10,65,127,0,0,23,91,59,302,19,3870,3868,4251,328,466,291,438,20,30,524,8,484,27,72,5,6,170,122,437,58,57,1660,114,253,74,177,1497,22,2730,2322,71,241,527,608,85,234,1258,3031,1138,52,95,1765,1,17,44,51,42,210766,308,21,68,90309,18,13037,7,6,635,5446,213,5542,596,11,11,142,0,7,22,663,104,9269,12,171,206,186,225,17018,11,41,35631,0,3999,1016,233,22,84,116,1704,47728,6,947,13,50,24671,64,17139,17156,21312,12,68,6194,11,3,5,8,17,381589,63,3083,1,8,35707,35766,20,17,8,2,179,2,62,5920,12713,4154,167,9,13744,11,6391,6,1757,20,8,157,154,718,296,4,119705,244,4450,141,4,747,31367,61,1639,1823,370,1662,3,12,20,normal
99337,765003,989,106,901,229,16031,1097,108,34766,1579,11,17,12956,11,59,902,99,67,19,2353,206,29,73532,68,226,10637,6,10893,2069,8,100493,685,29150,232,61,16,757,43,76,921,920,279176,9,13,6,555,3,573,264,169,61,0,4743,15,318,5,34,9,20805,20667,31,37,3182,105927,3423,231,3811,4875,6,19,28,19066,243,27,53547,389,3211,5136,64,29,206,57,12,28,3,3159,309,23,37,3,461,214,571,37,20033,182,110,43,1546,43,5,116985,84,24,11,52,5,148,27,13,105,0,380,39,18,15,494,1654,59,93,13,11,4212,588,9,199,2,22,734,32,5,102,1786,1116,440,113,14,11,32,26,26740,22,373,75261,40,37,24,156,9,145018,524,2718,1565,25,66,309,0,0,6,124,45,942,31,5964,5933,3365,509,375,179,372,12,46,399,19,1736,1,71,17,5,509,279,202,86,38,1679,81,208,38,131,425,40,2935,1104,11,248,302,611,160,313,1835,9476,1023,32,44,1677,3,14,41,188,9,202903,427,36,46,15050,31,7729,12,2,1407,18477,256,18254,596,20,9,113,0,21,6,1074,130,14570,12,177,456,250,475,26875,0,31,139269,0,3730,1168,215,20,69,196,1390,19726,7,1014,3,17,38069,107,21181,21206,25955,12,136,13632,43,1,28,21,7,264649,104,3410,5,8,69760,70423,34,8,7,2,93,0,65,5886,18227,3711,92,13,19846,22,7118,11,3921,14,20,117,214,524,351,11,123651,591,3155,188,21,556,20446,51,1733,4560,2030,1762,4,16,38,normal
111229,686227,831,33,463,356,10769,371,55,11879,936,10,6,11965,9,28,940,76,34,13,756,142,31,16520,31,124,2542,1,2640,372,4,45028,215,16447,505,20,3,536,17,28,1387,1389,247285,2,7,1,246,5,324,60,29,53,0,2919,9,113,4,31,11,24639,24707,25,10,2410,48174,2206,218,1696,2856,10,19,15,9298,55,5,14854,121,2149,3168,33,17,118,37,25,4,0,645,127,11,51,0,150,115,209,8,15415,83,33,72,648,73,2,239551,109,25,10,17,4,51,9,15,113,0,364,9,15,12,604,997,20,44,11,6,3307,120,10,205,8,32,275,50,0,82,947,709,245,70,2,8,12,8,29688,13,254,51033,9,19,15,99,1,53816,100,1037,848,7,25,92,0,0,0,59,29,255,6,2518,2394,2201,155,305,168,361,30,11,338,8,926,1,24,1,2,65,77,294,44,17,1558,43,149,28,84,415,21,2049,833,20,183,256,373,55,250,749,2626,1813,39,31,1876,5,10,9,151,17,54960,111,17,65,9895,12,3609,13,0,759,8397,91,8303,564,10,3,99,2,10,8,700,105,5241,5,165,90,96,99,9350,2,6,27834,0,1642,734,94,28,32,86,903,16549,1,594,2,16,12958,39,13110,13155,9705,5,70,14146,15,1,10,9,2,218911,25,2175,7,20,28031,27948,14,11,5,4,47,0,93,2035,10650,1899,120,3,11660,5,2656,6,1437,7,15,85,121,215,344,3,80479,108,1874,73,2,226,16046,40,1218,1578,367,1150,1,9,29,normal
73488,285140,1782,27,704,850,52365,940,22,20944,556,41,5,11205,82,238,6463,52,65,6,1071,150,12,78550,94,392,7799,10,8270,409,14,94804,723,19281,138,131,0,244,7,18,698,698,76421,52,55,3,206,2,264,118,92,84,27,11695,32,505,37,22,12,52756,52626,52,2,6307,240787,1893,61,4197,4062,5,40,6,3345,102,10,44369,583,15577,12390,137,3,745,49,10,40,7,267,120,94,51,6,1081,792,1293,49,21616,575,288,117,2060,160,10,331917,374,91,19,14,0,293,24,82,234,2,245,12,3,26,1196,1286,41,2,71,13,3016,220,3,86,9,15,674,8,1,83,6051,1627,312,68,30,1,14,30,21426,16,359,21862,15,26,51,82,5,23995,73,361,407,29,108,30,3,2,4,104,50,200,22,2171,2175,8171,151,992,674,973,20,26,899,24,407,3,150,8,7,255,25,53,204,40,2646,128,238,9,238,288,81,10463,3233,12,765,201,542,135,518,6982,10738,534,30,157,2339,27,37,5,161,33,309198,462,258,20,34100,63,2792,6,28,3823,2414,132,2440,331,11,1,292,4,8,195,1575,250,5033,4,304,5330,108,5258,8453,3,32,65265,0,1048,2463,884,12,12,177,2758,49754,0,421,2,55,9913,5,11711,11603,15548,7,267,5466,14,0,23,16,25,168059,28,2512,48,54,32789,32893,7,1,2,8,66,3,183,674,75482,1741,29,2,84698,1,4500,13,565,0,7,122,189,123,579,10,62458,39,12595,150,29,115,27392,39,1089,4791,188,1037,11,131,12,normal
135601,1441919,1131,85,798,286,17033,952,134,30533,1472,8,23,22873,25,45,1281,123,72,26,1771,298,29,83733,77,180,9573,12,9723,838,9,148107,717,41606,469,68,12,516,30,58,1651,1648,265885,14,18,1,580,3,540,188,143,43,12,7638,21,274,3,45,7,50867,51008,280,60,5720,107906,3960,327,3715,5901,18,15,24,21577,211,34,28868,363,2855,6582,47,29,264,117,6,26,3,1720,289,20,76,3,345,271,579,17,30394,132,114,60,1441,79,4,190304,367,22,9,32,5,30,22,24,284,0,874,21,15,16,886,2343,42,20,12,13,5714,455,18,299,6,24,573,14,5,230,2148,1148,812,242,26,7,39,24,45195,34,1163,97980,37,31,25,242,4,145729,550,2040,945,18,99,311,0,0,4,150,83,836,18,6268,6444,3795,451,2582,175,2681,26,36,2531,12,1247,13,68,5,9,202,237,354,66,37,2657,82,194,55,124,246,46,3467,1742,44,404,505,800,212,403,1609,7584,2474,61,88,2424,9,27,33,210,23,116165,264,29,44,11093,34,7904,14,2,1328,13957,264,13352,710,13,21,140,0,22,14,794,121,15112,14,145,291,276,269,26236,1,61,116149,0,4989,1910,245,67,130,187,2239,25110,8,1650,4,80,35629,71,30343,31059,21785,5,202,9981,45,3,7,20,8,345728,126,4905,2,10,58467,58542,50,5,4,2,93,5,85,6181,15189,5323,129,9,16832,14,5194,8,4029,4,14,105,197,415,465,9,263770,314,7439,241,5,413,32909,37,2007,3984,1122,1800,1,14,35,normal
49439,613634,1768,1,7,131,68,8,8,12013,6,3,9,24382,15,28,1814,66,42,13,1153,317,27,25788,22,57,1587,5,1617,1208,2,12768,186,3450,880,26,20,1568,16,18,2083,2084,141625,12,8,0,123,3,134,3,3,35,0,3384,6,80,69,15,9,32028,31889,192,52,5862,64433,1156,76,1852,3707,14,36,17,18603,513,4,15,401,4554,11183,23,7,109,23,24,12,3,2666,59,7,48,3,187,118,484,19,10461,102,63,19,618,181,8,457864,219,8,12,18,3,0,17,23,44,0,650,14,4,19,1480,1546,21,84,6,2,2146,156,2,192,14,109,338,91,2,26,1351,1977,347,18,12,1,14,11,4651,1,79,35535,12,22,18,277,9,26914,341,689,603,5,50,106,0,0,0,42,36,110,1,1570,1548,2424,130,60,1253,74,8,16,64,21,712,9,26,10,4,152,93,260,98,11,1225,102,362,0,119,1358,5,873,411,22,523,78,607,79,1976,1572,1869,533,4,60,5771,1,15,5,413,15,90618,420,34,210,2356,35,141,17,22,1111,2394,349,2503,982,17,9,223,0,32,5,20762,361,4570,2,4378,12557,321,12652,8513,17,44,29062,0,2375,456,66,20,44,87,1586,20781,0,765,0,8,11948,17,7026,6940,24524,0,56,3723,0,3,16,223,3,103817,17,1237,9,12,14516,14692,45,22,11,0,843,11,197,1162,15349,2544,111,2,16509,0,4367,40,1046,14,150,104,84,3750,160,5,111932,61,3904,117,26,3777,44672,43,1754,2019,716,1671,5,51,21,normal
